,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132
tongyou,ki⁵³,pʰoi⁴³ / hoi⁴³,loi³²,me³³,tʰe³³,py³³,sy²¹,sy⁵³,hy³³ / ly³¹,vai³¹,lai⁴³,kai⁵³,ye³¹,lo³²,iu³¹,niu³³,siu²¹,tsʰiu⁴³,o²¹,o⁵³,ŋo³²,mo⁴³ ,ty³³,xy⁴³,tsʰiɔ³²,tau⁵³,mau³²,va³¹,ma²¹,lia³¹,tsia³²,ua³²,sue⁵³,ŋue³¹,tue⁴³,tue³²,ye³³,i³¹ / ki³¹,ŋye⁴³,tui²¹,tsue⁴³,tio³³,keu⁵³,heu³³,tʰau²¹,sui³³,mau³³,lau²¹,sio³²,xeŋ³³,si⁴³,tsiŋ⁵³,,nieŋ²¹,laŋ³¹,ɔŋ³²,saŋ⁵³,taŋ⁵³,a³⁵,siɛ⁴³,,miŋ⁴³,tʰoi⁴³,noi⁴³,paiŋ⁵³,sioŋ³³,te⁴³,tsʰaiŋ³³,paiŋ²¹,tʰe⁴³,kyeŋ⁵³,kʰy³⁵,kaiŋ⁵³,vaiŋ²¹,pai³⁵,,nieŋ³²,hie³⁵,lye⁴³,xue³⁵,yeŋ³¹,tsʰy³⁵,ky⁴³,kui³⁵,kui⁴³,suŋ⁵³,suŋ³²,puŋ⁴³,,tsyeŋ⁵³,nye⁴³,xueŋ⁵³,sueŋ²¹,sue³⁵,lue⁴³,tsyeŋ³³,lyeŋ³²,moiŋ²¹,poiŋ³²,moŋ⁴³,me⁴³,leŋ³³,,ty³⁵,sy³⁵,ny⁴³,pʰoŋ⁵³,tsʰoŋ⁵³,loŋ³¹,noŋ⁴³,toŋ³²,po³⁵,ko³⁵,so⁴³,tɔŋ³³,sɔŋ³²,sɔ³⁵,tɔ⁴³,lɔ⁴³,ioŋ³³,ioŋ³²,tsio⁴³,nio⁴³,tʰaŋ⁵³,piaŋ³³,tsaŋ²¹,pa⁴³,miaŋ³³,tiaŋ²¹,tsʰia³⁵,xuaŋ³³,yeŋ³³
jianyang,,,,,tʰe³³⁴,,,sy⁵³,ly⁴¹,,,kai⁵³,,lo³³²,ɦiu⁴¹,niu³³⁴,siu²¹,tsʰiu⁴³,,o⁵³,ŋo³³²,mo⁴³,,xy³³²,,tau⁵³,mau³³⁴,,ma²¹,lia⁴¹,tsia³³²,kua³³²,sue⁵³,βue⁴¹,tue⁴³,tue³³²,ye³³⁴,,ŋye⁴³,tui²¹,,tiɔ³³⁴,kəu⁵³,həu³³⁴,tʰau²¹,sui³³⁴,mau³³⁴,lau²¹,siɔ³³²,xeiŋ³³⁴,,tsiŋ⁵³,lieiŋ³³⁴,,laŋ²¹,ɔŋ³³²,saŋ⁵³,laŋ⁵³ / taŋ⁵³,a²¹⁴,,ieiŋ⁵³,mieiŋ³³²,tʰɔi²¹⁴,nɔi⁴,paiŋ⁵³,siɔŋ³³⁴ / sieiŋ³³⁴,te⁴,,paiŋ²¹,tʰe⁴,kyeiŋ⁵³,,kaiŋ⁵³,βaiŋ²¹,pai²¹⁴,,nieiŋ³³⁴,hie²¹⁴,lye⁴,xue²¹⁴,ɦyeiŋ⁴¹,tsʰy²¹⁴,ky⁴,kui²¹⁴,kui⁴,suŋ⁵³,suŋ³³²,puŋ⁴³,hui²¹⁴ / hue²¹⁴,,ŋye⁴,xueiŋ⁵³,sueiŋ²¹,sue²¹⁴,,tsyeiŋ³³⁴,lyeiŋ³³²,mɔiŋ²¹,pɔiŋ³³²,moŋ⁴³,,leiŋ³³⁴,,ty²¹⁴,sy²¹⁴,ny⁴,pʰoŋ⁵³,tʰoŋ⁵³,,noŋ⁴¹,leiŋ³³²,po²¹⁴,ko²¹⁴,so⁴,tɔŋ³³⁴,sɔŋ³³²,sɔ²¹⁴,,lɔ⁴,iɔŋ³³⁴,ɦiɔŋ³³²,tsiɔ⁴,,tʰaŋ⁵³,βɔiŋ³³⁴,,pa⁴,miaŋ³³⁴,tiaŋ²¹/tɔiŋ²¹,,xuaŋ³³⁴,yeiŋ³³⁴
songxi,ki⁵²,pʰei⁴⁵,,mie⁴⁴,tsʰie⁴⁴,py⁴⁴,sy²²³,sy⁵²,,,,ka⁵²,hœ⁴¹,tɒu⁴¹,iu³¹,niu⁴⁴,siu²²³,tsʰiu⁴⁵,,u⁵²,ŋu⁴¹,mu⁴⁵,,hœy⁴⁵,,to⁵²,mo⁴⁴,,mɒ²²³,tsia³¹,tsia³³,hua⁴¹,sua⁵²,ŋua⁴¹,tua⁴⁵,tua³³,œ⁴⁴,ki³¹,ŋœ⁴⁵,,tsua⁴⁵,tio⁴⁴,ka⁵²,tʰa⁴⁴,tsʰo²²³,suei⁴⁴,ma⁴⁴,tso³¹,sio³³,hœyŋ³¹,si⁴⁵ / tsi⁴⁵,tseiŋ⁵²,liŋ⁴⁴,,tsaŋ⁴¹,aŋ³³,saŋ⁵²,taŋ⁵²,o²²⁴,sia⁴⁵,iŋ⁵²,miŋ⁴⁵,tsʰei²²⁴,niŋ⁴¹/nei⁴¹,paŋ⁵²,sioŋ⁴⁴,tei⁴¹,,paŋ²²³,tsʰœ⁴⁵,kyŋ⁵²,,kaŋ⁵²,paŋ³¹,pa²²⁴,,niŋ⁴⁴,tʰie²²⁴,lœ⁴¹,hua²²⁴,hyŋ³¹,tsʰy²²⁴,ky⁴⁵,kuei²²⁴,kuei⁴¹,sueiŋ⁵²,sueiŋ⁴⁵,poŋ⁴⁵,tʰuei²²⁴,,ŋœ⁴¹,hueiŋ⁵²,sueiŋ²²³,sua²²⁴,,tsyŋ⁴⁴,lueiŋ²²³,mueiŋ²²³,pueiŋ³³,moŋ⁴⁵,mi⁴¹,lœyŋ⁴⁴,,tœy²²⁴,sy²²⁴,nœy⁴¹,pʰoŋ⁵²,tsʰoŋ⁵²,,noŋ⁴⁵,toŋ⁴⁵,pu²²⁴,ko²²⁴ / ku²²⁴,sɒu⁴¹,taŋ⁴⁴,saŋ⁴⁵,so²²⁴,,lo⁴¹,ioŋ⁴⁴,hioŋ⁴¹,tsio⁴⁵,,tsʰaŋ⁵²,piaŋ⁴⁴,tsaŋ²²³,pɒ⁴⁵,miaŋ⁴⁴,tiaŋ²²³,,huaŋ⁴⁴,yŋ⁴⁴
yongchun,ki⁴⁴,pʰi²²,li⁵³,bi²⁴,tsai²⁴,,,tsɯ⁴⁴,tʰɯ²⁴,-,tsue²²,kue⁴⁴,,,pʰu²⁴,gu²⁴,tsʰiu⁵³,chhiū,kɔ⁴⁴,ɔ⁴⁴,gɔ²²,bɔ²²,tu²⁴,huo²²,tsʰuo²¹,to⁴⁴,mŋ²⁴,pe²⁴,be⁵³,tsʰia²⁴,tsia²¹,ue²²,sua,gua⁵³,tua²²,tua²¹,tsua²⁴,kʰia²⁴,gua²²,tə⁵³,tsə²²,tiau²⁴,kau⁴⁴,tʰau²⁴,tsʰau⁵³,lui²⁴,ba²⁴,tsa⁵³,tsʰio²¹,him²⁴,tsap⁵,tsam⁴⁴,,,tsam⁴⁴,am²¹,sã⁴⁴,tã²¹,aʔ⁴³,,,bin²²,tsʰit⁴³,lit⁵,piŋ⁴⁴,,tit⁵,tsʰan²⁴,pan⁵³,tsʰat⁵,kyŋ⁴⁴,kʰit⁴³,,puĩ⁵³,pueʔ⁴³,at⁴³,nĩ²⁴,tʰiʔ⁴³,tsiʔ⁵,huiʔ⁴³,tsun²⁴,tsʰut⁴³,kut⁵,kut⁴³,kut⁵,sŋ⁴⁴,nŋ²²,pŋ²²,,tsŋ⁴⁴,gəʔ⁵,kuã⁴⁴,saŋ⁵³,suaʔ⁴³,tsuaʔ⁵,tsuã²⁴,,muã⁵³,puã²¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ieŋ²⁴
xiamen,ki⁵⁵,pʰĩ³³,li⁵¹,bai²⁴,tsai²⁴,pui²⁴,tsui⁵¹,tsu⁵⁵,tʰi²⁴,pai²⁴,tsue³³,kue⁵⁵,pe⁵⁵,tue³³,pʰu²⁴,gu²⁴,tsʰiu⁵¹,tsʰiu³³,kɔ,ɔ⁵⁵,gɔ⁵¹,bong³³,tu²⁴,hɔ³³,tsʰu¹¹,to⁵⁵,mŋ²⁴,pe²⁴,be⁵¹,tsʰia²⁴,tsia¹¹,ui³³,sua⁵⁵,gua⁵¹,tua³³,tua¹¹,tsua²⁴,kʰia²⁴,gua³³,te⁵¹,tse³³,tiau²⁴,kau⁵⁵,tʰau²⁴,tsʰau⁵¹,lui²⁴,ba²⁴,tsa⁵¹,tsʰio¹¹,him²⁴,tsap⁵⁵,tsiam⁵⁵,nĩ²⁴,nĩ⁵¹,tsiam⁵⁵,am¹¹,sã⁵⁵,tã¹¹,aʔ³²,,in⁵⁵,bin³³,tsʰit³²,dzit⁵⁵,,sin²⁴,tit⁵⁵,tsʰan²⁴,pan⁵¹,tsʰat⁵⁵,kun⁵⁵,kʰit³²,kiŋ⁵⁵,piŋ⁵¹,pueʔ³²,,nĩ²⁴,tʰiʔ³²,tsiʔ⁵⁵,huiʔ³²,tsun²⁴,tsʰut³²,kut⁵⁵,kut³²,kut⁵⁵,sŋ⁵⁵,nŋ³³,pŋ³³,tʰeʔ³²,tsŋ⁵⁵,geʔ⁵⁵,kuã⁵⁵,suã¹¹,suaʔ³²,tsuaʔ⁵⁵,tsuã²⁴,tuã⁵¹,muã⁵¹,puã¹¹,baŋ³³,bak⁵⁵,liŋ²⁴,tsiŋ⁵¹,tik³²,tsik³²,,pʰaŋ⁵⁵,tsʰaŋ⁵⁵,taŋ²⁴,laŋ²⁴,taŋ³³,pak³²,kak³²,,tŋ²⁴,nŋ³³,soʔ³²,toʔ⁵⁵,loʔ⁵⁵,iũ²⁴,tsiũ³³,tsioʔ⁵⁵,hioʔ⁵⁵,tsʰĩ⁵⁵,pĩ²⁴,tsĩ⁵¹,peʔ⁵⁵,miã²⁴,tiã⁵¹,tsʰiaʔ³²,huãi²⁴,ĩ²⁴
nan'an,ki³³,pʰi³¹,,bi²⁴,tsai²⁴,pui²⁴,tsui⁵⁵,tsɯ³³,tʰɯ²⁴,,,kue³³,pə³³,tue¹¹,pʰu²⁴,gu²⁴,tsʰiu⁵⁵,tsʰiu³¹,,ɔ³³,gɔ⁵⁵,bɔ³¹,,hɔ¹¹,,to³³,mŋ²⁴,,be⁵⁵,tsʰia²⁴,tsia³¹,ue³¹,sua³³,gua⁵⁵,tua³¹,tua³¹,tsua²⁴,kʰia²⁴,gua³¹,tə⁵⁵,,tiau²⁴,kau³³,tʰau²⁴,tsʰau⁵⁵,lui²⁴,ba²⁴,tsa⁵⁵,tsʰio³¹,him²⁴,tsap³,tsam³³,nuĩ²⁴,,tsam³³,am³¹,sã³³,tã³¹,aʔ⁵,sit³,ian³³,bin³¹,tsʰit⁵,lit³,,sin²⁴,tit³,,pan⁵⁵,tsʰat³,kən³³,,,puĩ⁵⁵,pueʔ⁵,,nĩ²⁴,tʰiʔ⁵,tsiʔ³,huiʔ⁵,tsun²⁴,tsʰut⁵,kut³,kut⁵,kut³,sŋ̩³³,nŋ̩¹¹,pŋ̩³¹,tʰeʔ⁵,,gəʔ³,kuã³³,suã³¹,,,tsuã²⁴,,muã⁵⁵,puã³¹,baŋ³¹,bak³,liŋ²⁴,,tik⁵,tsik⁵,hik³,pʰaŋ³³,tsʰaŋ³³,,,,pak⁵,kak⁵,lak³,tŋ̩²⁴,niũ⁵⁵,soʔ⁵,,loʔ³,iũ²⁴,tsiũ³¹,tsioʔ³,,tsʰĩ³³,pĩ²⁴,tsĩ⁵⁵,peʔ⁵,miã²⁴,tiã⁵⁵,,huĩ²⁴,ĩ²⁴
jinjiang,ki³³,pʰi³¹,,bi²⁴,tsai²⁴,pui²⁴,tsui⁵⁵,,tʰi²⁴,,,kue³³,pe³³,tue³³,pʰu²⁴,gu²⁴,tsʰiu⁵⁵,tsʰu³¹,,ɔ³³,gɔ⁵⁵,bɔ³¹,,hɔ³³,,to³³,mɔ̃²⁴,,be⁵⁵,tsʰia²⁴,tsia³¹,ue³¹,sua³³,gua⁵⁵,tua³³,tua⁴¹,tsua²⁴,kʰia²⁴,gua⁴¹,te⁵⁵,tse³³,tiau²⁴,kau³³,tʰau²⁴,tsʰau⁵⁵,lui²⁴,ba²⁴,tsa⁵⁵,tsʰio⁴¹,,tsap²⁴,tsam³³,liam²⁴,,tsam³³,am³¹,sã³³,tã³¹,aʔ⁵⁵,,ian³³,bin³¹,,,,,,,pan⁵⁵,,,,,puɪ̃⁵⁵,pueʔ⁵⁵,,,tʰiʔ⁵⁵,tsiʔ²⁴,huiʔ⁵⁵,tsun²⁴,,,,kut²⁴,sŋ³³,lan³³,pŋ³¹,tʰeʔ⁵⁵,,geʔ³⁴,kuã³³,suã³¹,suaʔ⁵⁵,,tsuã²⁴,,muã⁵⁵,puã³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɪ̃²⁴
zhangping,ki²⁴,pʰĩ⁴⁴,li⁵¹,bai²²,tsai²²,pui²²,tsui⁵¹,,,,tsei²²,kei²⁴,pie²⁴,tiu⁴⁴,pʰu²²,gu²²,tsʰiu⁵¹,tsʰiu²¹,kou²⁴,ou²⁴,goŋ⁴⁴,bong²¹,ti²²,hɔ²¹,tsʰu²¹,to²⁴,muã²⁴ ,pia²² ,bia⁵¹,sia²² ,,ui⁴⁴,sua²⁴,gua⁵¹,tua²²,tua²¹,tsua²²,,gua²²,,tsie⁴⁴,tiau²²,kau²⁴,tʰau²²,tsʰau⁵¹,lui²²,ba²²,tsa⁵¹,tsʰo²¹,him²²,tsiap⁴,tsiam²⁴,,,tsam²⁴,am²¹,sã²⁴,tã²¹,a³²,,,bin²¹,tsʰit³²,lit⁴,pin²⁴,sin²²,tit⁴,tsʰan²²,pan⁵¹,tsʰat⁴,kin²⁴,kʰit³²,kẽi²⁴,pẽi⁵¹,pei³²,at³² ,nĩ²²,tʰi³²,tsi⁴,hui³²,tsun²²,tsʰit³²,kut⁴ ,kut³²,kut⁴,soŋ²⁴,loŋ⁴⁴,pũi²²,,tsũ²⁴,gie⁴⁴,kuã²⁴,suã²¹,,tsuo³² ,tsuã²²,tuã⁴⁴,muã⁵¹,puã²¹,baŋ²¹,bak⁴,loŋ²²,tsoŋ⁵¹,tiok³²,tsok³²,giok⁴ ,pʰaŋ²⁴,tsʰaŋ²⁴,,,taŋ⁴⁴,pak³²,kak³²,lak⁴,tŋ²²,nŋ⁴⁴,so³²,to⁴⁴,lo⁴⁴,giŋ²²,tsoŋ⁴⁴,tso⁴⁴,liŋ⁴⁴,tsʰ'ĩ²⁴,pĩ²²,tsĩ⁵¹,pia⁴,miã²²,tiã⁵¹,tsʰa³²,huĩ²²,
zhangpu,ki⁵⁵,pit¹⁴/pĩ³³,,bai²¹³,tsai²¹³,pui²¹³,tsui⁵³,si⁵⁵,ti²¹³,,,kiei⁵⁵,puɛ⁵⁵,tɛ³³,pʰu²¹³,gu²¹³,tsʰiu⁵³,tsʰiu³³,,ɔu⁵⁵,gɔũ⁵³,,,hɔu³³,,to⁵⁵,bŋ²¹³,,bɛ⁵³,tsʰia²¹³,tsia¹¹,uɛ³³,sua⁵⁵,gɔũ⁵³,tua³³,tua¹¹,tsua²¹³,kʰia²¹³,gua³³,,tsɛ³³,tiau²¹³,kau⁵⁵,tʰau²¹³,so⁵³,lui²¹³,ba²¹³,tsa⁵³,tsʰiau¹¹,him²¹³,tsap¹⁴,tsam⁵⁵,liam²¹³,,tsam⁵⁵,am¹¹,sã⁵⁵,tã¹¹,aʔ³²,,ian⁵⁵,bin³³,sit³²,dzit¹⁴,pɛŋ⁵⁵,sin²¹³,tit¹⁴,,,tsʰat¹⁴,kin⁵⁵,,kɛŋ⁵⁵,pɛŋ⁵³,bat³² / pat³²,,lĩ²¹³,tʰiʔ³²,tsiʔ¹⁴,huɛʔ³²,tsuan²¹³,tsʰut³²,kut¹⁴,kut³²,kut¹⁴,suĩ⁵⁵,luĩ³³,puĩ³³,tʰut³²,,guɛʔ¹⁴,kuã⁵⁵,suã¹¹,,,tsuã²¹³,,buã⁵³,puã¹¹,baŋ³³,bak¹⁴,liɔŋ²¹³,,tiɔk³²,,,,saŋ⁵⁵,,laŋ²¹³,taŋ³³,pak³²,kak³²,lak¹⁴,tŋ²¹³,liũ⁵³,soʔ³²,,loʔ¹¹,iũ²¹³,tsʰiũ³³,tsioʔ¹⁴,,sɛŋ⁵⁵,pɛŋ²¹³,tsɛ̃⁵³,pɛʔ¹⁴,biã²¹³,tiã⁵³,,hɛŋ²¹³,
chenghai,ki³³,pʰĩ¹¹,,bai⁵⁵,tsai⁵⁵,pui⁵⁵,tsui⁵²,tsə³³,tʰo⁵⁵,,,koi³³,pue³³,,pʰu⁵⁵,gu⁵⁵,tsʰiu⁵²,tsʰiu¹¹,,ou³³,ŋou³⁵,mo³⁵,,hou³⁵,,to³³,mo⁵⁵,,be⁵²,sia⁵⁵,tsia²¹²,ue¹¹,sua³³,ua⁵²,tua¹¹,tua²¹²,tsua⁵⁵,kʰia⁵⁵,gua¹¹,to⁵²,,tiou⁵⁵,kau³³,tʰau⁵⁵,tsʰau⁵²,lui⁵⁵,ba⁵⁵,tsa⁵²,tsʰie²¹²,hiŋ⁵⁵,tsak⁵,tsaŋ³³,niaŋ⁵⁵,,tsaŋ³³,aŋ²¹²,sã³³,tã²¹²,,,iŋ³³,miŋ¹¹,tsʰik¹,zik⁵,piã³³,siŋ⁵⁵,tik⁵,,paŋ⁵²,tsʰak⁵,kəŋ³³,,koĩ³³,poĩ⁵²,poi¹,,nĩ⁵⁵,tʰiʔ¹,tsiʔ⁵,hueʔ¹,tsuŋ⁵⁵,tsʰuk¹,kuk⁵,kuk¹,kuk⁵,səŋ³³,nəŋ³⁵,puŋ¹¹,tʰuk⁵,,gueʔ⁵,kuã³³,suã²¹²,suaʔ¹,,tsuã⁵⁵,,muã⁵²,puã²¹²,maŋ¹¹,mak⁵,leŋ⁵⁵,,tek¹,tsek¹,nek⁵,pʰaŋ³³,tsʰaŋ³³,,,teŋ³⁵,pak¹,kak¹,lak⁵,təŋ⁵⁵,lo⁵²,soʔ¹,,loʔ⁵,iẽ⁵⁵,tsiẽ³⁵,tsieʔ⁵,,tsʰẽ³³,,tsẽ⁵²,peʔ⁵,miã⁵⁵,tiã⁵²,,huẽ⁵⁵,ĩ⁵⁵
xianyou,ki⁵⁴,pʰi⁵²,,pai²⁴,tsai²⁴,pui²⁴,tsui³²,tsy⁵⁴,tʰy²⁴,,,ke⁵⁴,puoi⁵⁴,tø⁵²,pʰu²⁴,ku²⁴,tsʰiu³²,tsʰiu⁵²,,ɔu⁵⁴,kɔu³²,mɔu⁵²,,hɔu²¹,,tɒ⁵⁴,mɒ²⁴,,pɒ³²,tsʰya²⁴,tsia⁵²,ua²¹,ɬua⁵⁴,kua³²,tua²¹,tua⁵²,ɬya²⁴,kʰi²¹,kua²¹,tø³²,ɬø²¹,,kau⁵⁴,tʰau²⁴,tsʰɒ³²,lui²⁴,pɒ²⁴,tsɒ³²,tsʰieu⁵²,hyøŋ²⁴,ɬɛʔ⁴,tsieŋ⁵⁴,lieŋ²⁴,,tsaŋ⁵⁴,aŋ⁵²,ɬɒ̃⁵⁴,tɒ̃⁵²,ɒ²¹,ɬiʔ⁴,ɛŋ⁵⁴,miŋ⁵²,tsʰiʔ²,liʔ⁴,piŋ⁵⁴,ɬiŋ²⁴,tiʔ⁴,,paŋ³²,tsʰɛʔ⁴,kyŋ⁵⁴,,kĩ⁵⁴,pĩ³²,pɛʔ²,,niŋ²⁴,tʰi²¹,ɬɛʔ²,hyøʔ²,yøŋ²⁴ / ɬuoŋ²⁴,tsʰuoʔ²,kuoʔ⁴,kuoʔ²,kuoʔ⁴,ɬỹ⁵⁴,nỹ²¹,puĩ²¹,,,kuoi²⁴,kuã⁵⁴,ɬuã³²,ɬaʔ²,,ɬyã²⁴,,muã³²,puã⁵²,maŋ⁵²,paʔ⁴,lyøŋ²⁴,,tyøʔ²,tsyøʔ²,nyʔ⁴,pʰaŋ⁵⁴,tsʰaŋ⁵⁴,,naŋ²⁴,taŋ²¹,paʔ²,kaʔ²,laʔ⁴,tŋ²⁴,lŋ³²,ɬo²¹,,lo²⁴,iũ²⁴,ɬiũ²¹,ɬieu²⁴,,tsʰã⁵⁴,pã²⁴,tsã³²,pa⁴,miã²⁴,tiã³²,,huã²⁴,iŋ²⁴
putian,ki⁵³³,pʰi⁴²,,pai¹³,tsai¹³,pui¹³,tsui⁴⁵³,tsy⁵³³,tʰy¹³,,,ke⁵³³,pue⁵³³,tø¹¹,pʰu¹³,ku¹³,tsʰiu⁴⁵³,tsʰiu⁴²,,ɔu⁵³³,kɔu⁴⁵³,mɔu⁴²,,hɔu¹¹,,tɒ⁵³³,mɒ¹³,,pɒ⁴⁵³,ɬia¹³,tsia⁴²,ua¹¹,ɬua⁵³³,kua⁴⁵³,tua¹¹,tua⁴²,ɬyɒ¹³,kʰyɒ¹³,kua¹¹,tø⁴⁵³,ɬø¹¹,tiau¹³,kau⁵³³,tʰau¹³,tsʰɒ⁴⁵³,lui¹³,mɒ⁵³³,tsɒ⁴⁵³,tsʰiau⁴²,hœŋ¹³,ɬɛʔ⁴,tsiaŋ⁵³³,le¹³,,,aŋ⁴²,ɬɒ⁵³³,tɒ⁴²,ɒ¹¹,ɬiʔ⁴,ɛŋ⁵³³,miŋ⁴²,tsʰiʔ²¹,tiʔ⁴ ,piŋ⁵³³,ɬiŋ¹³,tiʔ⁴,,paŋ⁴⁵³,tsʰɛʔ⁴,kyŋ⁵³³,,ke⁵³³,pe⁴⁵³,pɛʔ²¹,,niŋ¹³,tʰi¹¹,ɬɛʔ⁴,hœʔ²¹,ɬɔŋ¹³,tsʰɔʔ²¹,kɔʔ⁴,kɔʔ²¹,kɔʔ⁴,ɬø⁵³³,lø⁴⁵³,pue¹¹,tʰuaʔ²¹,,kue¹¹,kua⁵³³,ɬua⁴⁵³,ɬaʔ²¹,,ɬyɒ¹³,,mua⁴⁵³,pua⁴²,maŋ⁴²,maʔ⁴,lœŋ¹³,,tœʔ²¹,tsœʔ²¹,nœʔ⁴,pʰaŋ⁵³³,tsʰaŋ⁵³³,,naŋ¹³,taŋ¹¹,paʔ²¹,kaʔ²¹,laʔ⁴,tuŋ¹³,luŋ⁴⁵³,ɬo²¹,,lo¹³,iau¹³,ɬiau¹¹,ɬiau¹³,,tsʰa⁵³³,pa¹³,tsa⁴⁵³,pa¹³,mia¹³,tia⁴⁵³,,hua¹³,iŋ¹³
yongan,ki⁵³,pʰi³⁵,ti⁴³,mi³²,tsi³⁵,puei³²,ʃyi²¹,ʃy⁵³,tʰy³² ,pe³²,tse³⁵,ke⁵³,pue⁵³,tau⁴³,pʰaɯ³²,ŋu³²,tʃau²¹,tʃy³⁵,u⁵³,u⁵³,ŋu²¹,,ty³²,hu⁴³,tʃʰɯ³⁵,taɯ⁵³,maɯ³²,pɔ³²,mɔ²¹,tsiɔ³²,tʃɔ³⁵,uo⁴³,suo⁵³,ŋuo⁵³,tɔ³⁵ ,tuo³⁵,ʃya³²,ki³²,,tue²¹,tsue⁴³,to³²,kø⁵³,tʰø³²,,lue³²,mo³²,tsaɯ²¹,tʃiɯ³⁵,hem³²,sɿ⁴³,tʃã⁵³,lẽ³² ,niẽ²¹,tsam⁵³ ,ɔ̆m³⁵,sɔ̃⁵³,tɔ̃⁵³,ɔ¹³,,iẽ⁵³,mẽ³⁵,tsʰi¹³,ni⁴³,pã⁵³,sã³²,ti⁴³,tsʰĩ³²,pĩ²¹,tsʰa⁴³,kuã⁵³,kʰye¹³ ,kĩ⁵³,,pa¹³,,niẽ³²,tʰe¹³,ʃya⁴³,ʃye¹³,ʃyẽ³²,tʃʰyi¹³,kuei⁴³,kuei¹³,kuei⁴³,sŭm⁵³,sŭm⁴³,pŭm³⁵,tue¹³,tʃyẽ⁵³,ŋye⁴³,hŭm⁵³,sŭm²¹,,tsuo⁴³,tsẽ³²,tẽ⁴³,ŭm²¹,pŭm³⁵,mãɯ³⁵,ma⁴³,nem³²,tʃem²¹,ty¹³,ʃy¹³,ŋy⁴³,pʰãɯ⁵³,tsʰãɯ⁵³,tãɯ³²,nãɯ³²,tãɯ⁴³,pu¹³,ku¹³,ly⁴³,tam³²,liam²¹ ,saɯ¹³,,naɯ⁴³,iam³²,ʃiam⁴³,ʃiɯ⁴³,ŋiɯ⁴³,tsʰɔ̃⁵³,piɔ̃³²,tsɔ̃²¹,pɔ⁴³,miɔ̃³²,tiɔ̃²¹,tʃʰɔ¹³,hŭm³²,ye³²
mingxi,ki³³,pʰi²⁴,,mi²¹,tsi²⁴,pʰi²¹,sue³¹,sy³³,,,,ke³³,pø³³,tʰy³¹,pʰau²¹,ŋy²¹,tsʰiu³¹,tsʰy²⁴,,u³³,ŋu³¹,mu⁵⁴,,xy³¹,,tau³³,mau²¹,,mo³¹,tsʰia²¹,tsa²⁴,fo⁵⁴,so³³,vue³¹,,tue²⁴,se²¹,kʰia²¹,,tue³¹,tsʰue³¹,tʰiau²¹,kay³³,tʰay²¹,tsʰau³¹,lue²¹,mau³³,tsʰau³¹,tsʰau²⁴,xiɤŋ²¹,ʃɿ⁵⁴,tsɛŋ³³,lieŋ²¹,,,oŋ²⁴,saŋ³³,taŋ³³,o⁵,,ɛŋ³³,mieŋ²⁴,tsʰi⁵,ŋi⁵⁴,pɛŋ³³,sɛŋ⁵,,,paŋ⁵ / paŋ³¹,tsʰe²⁴,kaiŋ³³,,kaŋ³³,pʰaŋ³¹,pa³¹,,laŋ²¹,tʰa³¹,sø⁵⁴,xø⁵,sieŋ²¹,tsʰø³¹,kʰy⁵,ku⁵,u⁵⁴,suõ³³,,pieŋ⁵⁴,tʰo³¹,,me⁵⁴,kuõ³³,suõ³¹,so³¹,,tsʰieŋ²¹,,muõ³¹,puõ²⁴,mɤŋ⁵⁴,mu⁵⁴,liɤŋ²¹,,tiu⁵,siu⁵,,pʰɤŋ³³,tsʰɤŋ³³,,lɤŋ²¹,tʰɤŋ⁵⁴,pu⁵,kɤ⁵,liu⁵⁴,tʰoŋ²¹,lioŋ³¹,sɤ³¹,,lɤ⁵⁴,ioŋ²¹,soŋ⁵⁴,sɤ⁵⁴,,tsʰiaŋ³³,pʰiaŋ²¹,tsiaŋ³¹,pʰo⁵⁴,miaŋ⁵,tiaŋ³¹,,faiŋ²¹,ieŋ²¹ / vuõ²¹
